Name,Age,Gender,Test 1,Test 2,Test 3,Height,Weight,Average
Name993,30,Female,96.0,72.0,89.0,174.8368888888889,83.0,85.66666666666667
Name994,48,Male,76.0,91.0,67.0,188.0,72.0,78.0
Name995,53,Female,94.0,96.0,79.10422222222222,160.0,68.0,95.0
Name996,41,Male,64.0,63.0,84.0,157.0,79.0,70.33333333333333
Name997,32,Male,91.0,72.0,69.0,186.0,98.0,77.33333333333333
Name998,46,Male,62.0,68.0,88.0,157.0,92.0,72.66666666666667
Name999,25,Female,94.0,79.54311111111112,79.10422222222222,174.8368888888889,65.0,94.0
Name1000,22,Male,73.0,96.0,60.0,164.0,74.25822222222222,76.33333333333333
Name1001,46,Female,90.0,66.0,80.0,168.0,89.0,78.66666666666667
Name1002,21,Male,90.0,79.54311111111112,79.10422222222222,197.0,74.25822222222222,90.0
Name1003,29,Female,76.0,71.0,79.10422222222222,195.0,74.25822222222222,73.5
Name1004,19,Female,83.0,80.0,68.0,177.0,74.25822222222222,77.0
Name1005,44,Female,79.33,70.0,85.0,174.8368888888889,74.25822222222222,77.5
Name1006,48,Male,77.0,73.0,68.0,189.0,97.0,72.66666666666667
Name1007,53,Female,73.0,93.0,79.0,156.0,96.0,81.66666666666667
Name1008,53,Female,74.0,93.0,94.0,179.0,64.0,87.0
Name1009,43,Male,74.0,84.0,95.0,167.0,74.25822222222222,84.33333333333333
Name1010,44,Female,65.0,63.0,79.10422222222222,173.0,56.0,64.0
Name1011,22,Male,86.0,79.54311111111112,68.0,155.0,78.0,77.0
Name1012,37,Female,74.0,75.0,81.0,153.0,93.0,76.66666666666667
Name1013,28,Female,95.0,69.0,60.0,152.0,71.0,74.66666666666667
Name1014,27,Male,79.33,61.0,64.0,198.0,72.0,62.5
Name1015,57,Female,74.0,94.0,68.0,196.0,73.0,78.66666666666667
Name1016,55,Female,62.0,78.0,96.0,155.0,84.0,78.66666666666667
Name1017,23,Male,72.0,79.54311111111112,97.0,175.0,59.0,84.5
Name1018,25,Male,93.0,78.0,78.0,174.8368888888889,57.0,83.0
Name1019,40,Female,83.0,67.0,79.10422222222222,187.0,74.25822222222222,75.0
Name1020,43,Male,99.0,73.0,91.0,160.0,97.0,87.66666666666667
Name1021,29,Male,91.0,69.0,72.0,178.0,61.0,77.33333333333333
Name1022,43,Male,91.0,62.0,79.0,169.0,78.0,77.33333333333333
Name1023,30,Female,89.0,97.0,95.0,159.0,78.0,93.66666666666667
Name1024,57,Female,72.0,88.0,96.0,175.0,72.0,85.33333333333333
Name1025,35,Female,60.0,74.0,89.0,197.0,74.25822222222222,74.33333333333333
Name1026,42,Female,93.0,82.0,69.0,176.0,86.0,81.33333333333333
Name1027,50,Male,74.0,82.0,90.0,199.0,81.0,82.0
Name1028,57,Male,73.0,79.54311111111112,84.0,163.0,87.0,78.5
Name1029,29,Male,88.0,78.0,88.0,185.0,55.0,84.66666666666667
Name1030,53,Female,93.0,87.0,79.10422222222222,161.0,57.0,90.0
Name1031,21,Male,77.0,85.0,98.0,172.0,66.0,86.66666666666667
Name1032,22,Male,66.0,69.0,80.0,170.0,74.25822222222222,71.66666666666667
Name1033,54,Female,88.0,63.0,68.0,157.0,71.0,73.0
Name1034,25,Male,90.0,61.0,61.0,174.8368888888889,63.0,70.66666666666667
Name1035,59,Female,84.0,62.0,63.0,158.0,83.0,69.66666666666667
Name1036,45,Male,97.0,79.54311111111112,67.0,173.0,68.0,82.0
Name1037,48,Female,73.0,79.54311111111112,91.0,180.0,55.0,82.0
Name1038,26,Female,67.0,90.0,73.0,174.0,67.0,76.66666666666667
Name1039,46,Female,79.33,69.0,79.10422222222222,174.8368888888889,85.0,69.0
Name1040,31,Female,61.0,78.0,79.10422222222222,191.0,74.25822222222222,69.5
Name1041,57,Female,76.0,87.0,83.0,178.0,87.0,82.0
Name1042,58,Male,96.0,76.0,77.0,152.0,64.0,83.0
Name1043,39,Female,73.0,87.0,99.0,170.0,87.0,86.33333333333333
Name1044,28,Female,84.0,78.0,85.0,174.8368888888889,89.0,82.33333333333333
Name1045,40,Male,89.0,96.0,91.0,163.0,58.0,92.0
Name1046,18,Male,88.0,82.0,92.0,188.0,55.0,87.33333333333333
Name1047,54,Female,79.0,79.0,90.0,165.0,51.0,82.66666666666667
Name1048,38,Female,80.0,72.0,77.0,167.0,65.0,76.33333333333333
Name1049,43,Female,81.0,72.0,94.0,180.0,50.0,82.33333333333333
Name1050,53,Male,94.0,79.54311111111112,71.0,160.0,79.0,82.5
Name1051,40,Female,96.0,74.0,84.0,187.0,97.0,84.66666666666667
Name1052,18,Male,75.0,76.0,90.0,169.0,82.0,80.33333333333333
Name1053,57,Male,76.0,87.0,69.0,195.0,50.0,77.33333333333333
Name1054,32,Female,75.0,79.54311111111112,93.0,194.0,88.0,84.0
Name1055,38,Male,79.33,79.54311111111112,79.10422222222222,174.8368888888889,65.0,79.29301021430003
Name1056,26,Female,63.0,81.0,98.0,174.8368888888889,66.0,80.66666666666667
Name1057,26,Male,80.0,81.0,67.0,180.0,97.0,76.0
Name1058,27,Male,79.33,96.0,91.0,169.0,97.0,93.5
Name1059,43,Female,93.0,98.0,88.0,160.0,87.0,93.0
Name1060,58,Male,89.0,93.0,81.0,199.0,67.0,87.66666666666667
Name1061,52,Female,65.0,92.0,79.0,150.0,71.0,78.66666666666667
Name1062,42,Female,76.0,99.0,65.0,193.0,71.0,80.0
Name1063,43,Female,98.0,79.54311111111112,88.0,167.0,84.0,93.0
Name1064,28,Female,84.0,71.0,76.0,188.0,80.0,77.0
Name1065,55,Female,64.0,61.0,90.0,174.8368888888889,89.0,71.66666666666667
Name1066,19,Male,64.0,87.0,93.0,182.0,76.0,81.33333333333333
Name1067,24,Male,79.0,69.0,97.0,185.0,85.0,81.66666666666667
Name1068,35,Male,75.0,81.0,96.0,167.0,53.0,84.0
Name1069,44,Male,96.0,76.0,63.0,196.0,98.0,78.33333333333333
Name1070,51,Male,99.0,85.0,61.0,174.8368888888889,54.0,81.66666666666667
Name1071,44,Male,68.0,62.0,71.0,184.0,74.25822222222222,67.0
Name1072,34,Male,64.0,66.0,94.0,188.0,80.0,74.66666666666667
Name1073,41,Male,61.0,67.0,65.0,187.0,74.25822222222222,64.33333333333333
Name1074,42,Female,68.0,79.0,67.0,174.8368888888889,79.0,71.33333333333333
Name1075,24,Female,95.0,79.54311111111112,80.0,196.0,74.25822222222222,87.5
Name1076,23,Male,79.33,94.0,94.0,174.8368888888889,61.0,94.0
Name1077,41,Female,81.0,76.0,79.10422222222222,157.0,76.0,78.5
Name1078,50,Male,79.33,87.0,66.0,189.0,94.0,76.5
Name1079,46,Male,93.0,69.0,74.0,171.0,73.0,78.66666666666667
Name1080,39,Male,88.0,81.0,65.0,150.0,79.0,78.0
Name1081,43,Female,97.0,97.0,76.0,162.0,67.0,90.0
Name1082,45,Male,92.0,92.0,63.0,173.0,63.0,82.33333333333333
Name1083,38,Male,77.0,81.0,81.0,170.0,68.0,79.66666666666667
Name1084,24,Male,66.0,96.0,91.0,194.0,71.0,84.33333333333333
Name1085,34,Male,60.0,72.0,81.0,192.0,75.0,71.0
Name1086,37,Female,92.0,86.0,86.0,153.0,56.0,88.0
Name1087,58,Male,60.0,79.54311111111112,74.0,156.0,77.0,67.0
Name1088,37,Female,83.0,81.0,81.0,161.0,87.0,81.66666666666667
Name1089,39,Male,79.33,89.0,87.0,162.0,54.0,88.0
Name1090,45,Female,63.0,99.0,79.10422222222222,193.0,85.0,81.0
Name1091,57,Male,77.0,96.0,68.0,174.8368888888889,67.0,80.33333333333333
Name1092,24,Female,86.0,93.0,93.0,155.0,63.0,90.66666666666667
Name1093,18,Male,91.0,93.0,95.0,163.0,97.0,93.0
Name1094,49,Male,92.0,94.0,79.10422222222222,197.0,72.0,93.0
Name1095,30,Male,79.33,78.0,74.0,180.0,63.0,76.0
Name1096,47,Female,95.0,67.0,79.0,185.0,74.25822222222222,80.33333333333333
Name1097,40,Female,65.0,98.0,67.0,186.0,54.0,76.66666666666667
Name1098,36,Male,75.0,92.0,87.0,190.0,71.0,84.66666666666667
Name1099,49,Female,79.33,87.0,78.0,184.0,77.0,82.5
Name1100,47,Female,82.0,96.0,75.0,159.0,92.0,84.33333333333333
Name1101,46,Female,83.0,84.0,70.0,166.0,61.0,79.0
Name1102,46,Male,72.0,95.0,67.0,174.8368888888889,67.0,78.0
Name1103,47,Female,77.0,76.0,92.0,179.0,85.0,81.66666666666667
Name1104,33,Male,72.0,83.0,69.0,193.0,80.0,74.66666666666667
Name1105,57,Female,96.0,79.54311111111112,77.0,156.0,62.0,86.5
Name1106,36,Male,98.0,61.0,94.0,167.0,69.0,84.33333333333333
Name1107,35,Male,76.0,90.0,62.0,168.0,94.0,76.0
Name1108,18,Female,79.33,92.0,79.10422222222222,164.0,85.0,92.0
Name1109,31,Male,77.0,89.0,79.10422222222222,188.0,56.0,83.0
Name1110,19,Male,82.0,71.0,87.0,193.0,72.0,80.0
Name1111,45,Female,89.0,71.0,65.0,174.8368888888889,83.0,75.0
Name1112,47,Female,93.0,83.0,73.0,188.0,74.25822222222222,83.0
Name1113,55,Female,63.0,83.0,79.10422222222222,174.8368888888889,81.0,73.0
Name1114,21,Female,62.0,70.0,69.0,179.0,70.0,67.0
Name1115,18,Female,66.0,72.0,79.10422222222222,169.0,74.25822222222222,69.0
Name1116,25,Male,77.0,86.0,90.0,181.0,65.0,84.33333333333333
Name1117,46,Male,66.0,67.0,88.0,191.0,84.0,73.66666666666667
Name1118,56,Female,99.0,69.0,76.0,174.0,96.0,81.33333333333333
Name1119,20,Male,65.0,67.0,88.0,172.0,69.0,73.33333333333333
Name1120,49,Female,81.0,79.54311111111112,74.0,154.0,91.0,77.5
Name1121,27,Female,60.0,67.0,85.0,199.0,90.0,70.66666666666667
Name1122,27,Male,63.0,68.0,79.10422222222222,190.0,60.0,65.5
Name1123,36,Male,88.0,66.0,84.0,179.0,81.0,79.33333333333333
Name1124,51,Male,79.33,73.0,64.0,197.0,63.0,68.5
Name1125,50,Male,85.0,87.0,63.0,174.8368888888889,73.0,78.33333333333333
Name1126,40,Male,73.0,61.0,90.0,176.0,93.0,74.66666666666667
Name1127,45,Male,68.0,67.0,62.0,191.0,88.0,65.66666666666667
Name1128,49,Male,71.0,72.0,62.0,186.0,92.0,68.33333333333333
Name1129,24,Male,65.0,80.0,85.0,156.0,80.0,76.66666666666667
Name1130,46,Female,79.0,87.0,76.0,154.0,66.0,80.66666666666667
Name1131,25,Female,83.0,94.0,69.0,164.0,74.0,82.0
Name1132,18,Male,86.0,82.0,79.10422222222222,191.0,58.0,84.0
Name1133,20,Female,79.33,74.0,83.0,157.0,71.0,78.5
Name1134,41,Female,67.0,61.0,70.0,158.0,94.0,66.0
Name1135,40,Male,60.0,71.0,83.0,174.8368888888889,97.0,71.33333333333333
Name1136,25,Male,83.0,95.0,94.0,171.0,74.25822222222222,90.66666666666667
Name1137,54,Male,66.0,62.0,82.0,183.0,86.0,70.0
Name1138,20,Male,78.0,79.54311111111112,91.0,184.0,66.0,84.5
Name1139,50,Male,81.0,62.0,82.0,162.0,77.0,75.0
Name1140,45,Male,94.0,78.0,93.0,160.0,50.0,88.33333333333333
Name1141,25,Male,79.33,61.0,78.0,181.0,58.0,69.5
Name1142,51,Female,88.0,96.0,61.0,191.0,98.0,81.66666666666667
Name1143,52,Female,81.0,76.0,61.0,164.0,62.0,72.66666666666667
Name1144,49,Female,70.0,79.54311111111112,74.0,187.0,96.0,72.0
Name1145,41,Female,79.0,79.54311111111112,80.0,150.0,81.0,79.5
Name1146,31,Male,88.0,79.54311111111112,94.0,195.0,77.0,91.0
Name1147,49,Male,93.0,69.0,79.10422222222222,199.0,80.0,81.0
Name1148,33,Female,60.0,62.0,86.0,173.0,57.0,69.33333333333333
Name1149,21,Male,90.0,95.0,83.0,192.0,57.0,89.33333333333333
Name1150,54,Female,89.0,97.0,66.0,189.0,83.0,84.0
Name1151,38,Female,77.0,79.54311111111112,65.0,171.0,74.25822222222222,71.0
Name1152,31,Male,76.0,81.0,92.0,174.8368888888889,59.0,83.0
Name1153,48,Female,97.0,98.0,79.10422222222222,163.0,86.0,97.5
Name1154,35,Female,73.0,89.0,79.10422222222222,151.0,74.25822222222222,81.0
Name1155,24,Female,82.0,80.0,67.0,181.0,74.0,76.33333333333333
Name1156,27,Male,84.0,89.0,99.0,197.0,82.0,90.66666666666667
Name1157,24,Female,74.0,87.0,66.0,187.0,94.0,75.66666666666667
Name1158,50,Female,81.0,90.0,65.0,182.0,53.0,78.66666666666667
Name1159,40,Female,79.33,85.0,63.0,174.8368888888889,56.0,74.0
Name1160,38,Female,79.33,81.0,60.0,191.0,82.0,70.5
Name1161,36,Female,93.0,80.0,79.10422222222222,155.0,51.0,86.5
Name1162,36,Female,79.33,60.0,90.0,190.0,97.0,75.0
Name1163,53,Female,60.0,96.0,84.0,188.0,95.0,80.0
Name1164,46,Male,80.0,72.0,92.0,174.0,81.0,81.33333333333333
Name1165,35,Female,88.0,80.0,94.0,183.0,54.0,87.33333333333333
Name1166,19,Female,65.0,68.0,64.0,174.8368888888889,95.0,65.66666666666667
Name1167,18,Male,96.0,76.0,64.0,195.0,66.0,78.66666666666667
Name1168,22,Female,60.0,80.0,95.0,186.0,61.0,78.33333333333333
Name1169,37,Male,60.0,79.54311111111112,79.10422222222222,190.0,61.0,60.0
Name1170,28,Male,86.0,98.0,73.0,156.0,74.25822222222222,85.66666666666667
Name1171,59,Female,79.33,81.0,88.0,195.0,70.0,84.5
Name1172,19,Female,75.0,71.0,67.0,197.0,74.25822222222222,71.0
Name1173,20,Male,99.0,65.0,93.0,171.0,51.0,85.66666666666667
Name1174,40,Male,85.0,75.0,99.0,197.0,70.0,86.33333333333333
Name1175,29,Male,75.0,85.0,60.0,188.0,64.0,73.33333333333333
Name1176,37,Female,79.33,64.0,88.0,159.0,60.0,76.0
Name1177,22,Male,60.0,68.0,95.0,174.8368888888889,59.0,74.33333333333333
Name1178,54,Female,95.0,99.0,96.0,155.0,67.0,96.66666666666667
Name1179,55,Male,69.0,73.0,79.10422222222222,174.8368888888889,72.0,71.0
Name1180,47,Female,76.0,89.0,64.0,150.0,80.0,76.33333333333333
Name1181,26,Female,82.0,85.0,91.0,183.0,75.0,86.0
Name1182,51,Male,66.0,88.0,83.0,163.0,51.0,79.0
Name1183,52,Female,66.0,78.0,78.0,185.0,74.25822222222222,74.0
Name1184,39,Female,74.0,79.54311111111112,71.0,176.0,56.0,72.5
Name1185,41,Male,93.0,82.0,60.0,158.0,73.0,78.33333333333333
Name1186,34,Male,63.0,94.0,66.0,155.0,88.0,74.33333333333333
Name1187,27,Male,73.0,90.0,79.10422222222222,180.0,81.0,81.5
Name1188,47,Male,73.0,94.0,93.0,166.0,75.0,86.66666666666667
Name1189,40,Male,75.0,91.0,66.0,174.8368888888889,72.0,77.33333333333333
Name1190,49,Male,66.0,64.0,79.10422222222222,185.0,74.25822222222222,65.0
Name1191,34,Male,91.0,75.0,62.0,170.0,78.0,76.0
Name1192,34,Female,79.33,76.0,88.0,176.0,74.0,82.0
Name1193,31,Female,61.0,91.0,81.0,190.0,80.0,77.66666666666667
Name1194,26,Female,69.0,97.0,97.0,177.0,51.0,87.66666666666667
Name1195,57,Male,79.33,91.0,88.0,165.0,51.0,89.5
Name1196,19,Female,96.0,79.0,64.0,174.8368888888889,72.0,79.66666666666667
Name1197,42,Female,71.0,61.0,89.0,185.0,96.0,73.66666666666667
Name1198,56,Female,65.0,79.0,79.10422222222222,184.0,60.0,72.0
Name1199,26,Male,81.0,77.0,80.0,194.0,78.0,79.33333333333333
Name1200,39,Male,91.0,60.0,85.0,174.8368888888889,91.0,78.66666666666667
Name1201,21,Female,79.0,88.0,80.0,174.8368888888889,84.0,82.33333333333333
Name1202,43,Female,60.0,88.0,79.0,182.0,98.0,75.66666666666667
Name1203,46,Female,65.0,78.0,82.0,172.0,58.0,75.0
Name1204,51,Female,78.0,99.0,63.0,155.0,81.0,80.0
Name1205,40,Female,77.0,65.0,80.0,181.0,79.0,74.0
Name1206,54,Female,65.0,98.0,80.0,171.0,64.0,81.0
Name1207,28,Male,92.0,67.0,79.10422222222222,152.0,63.0,79.5
Name1208,23,Female,82.0,83.0,74.0,174.8368888888889,66.0,79.66666666666667
Name1209,35,Female,82.0,79.0,76.0,165.0,71.0,79.0
Name1210,38,Male,85.0,73.0,73.0,191.0,79.0,77.0
Name1211,59,Male,79.33,64.0,78.0,174.0,66.0,71.0
Name1212,53,Male,66.0,99.0,93.0,166.0,65.0,86.0
Name1213,58,Female,74.0,93.0,65.0,188.0,57.0,77.33333333333333
Name1214,55,Male,86.0,75.0,65.0,162.0,74.25822222222222,75.33333333333333
Name1215,51,Female,85.0,66.0,64.0,177.0,80.0,71.66666666666667
Name1216,34,Male,92.0,75.0,79.10422222222222,160.0,61.0,83.5
Name1217,54,Male,74.0,66.0,92.0,159.0,82.0,77.33333333333333
Name1218,42,Female,95.0,86.0,72.0,188.0,61.0,84.33333333333333
Name1219,55,Male,86.0,73.0,60.0,173.0,74.25822222222222,73.0
Name1220,29,Male,64.0,73.0,72.0,187.0,87.0,69.66666666666667
Name1221,40,Male,61.0,92.0,86.0,173.0,74.25822222222222,79.66666666666667
Name1222,59,Female,92.0,92.0,66.0,182.0,74.25822222222222,83.33333333333333
Name1223,39,Male,75.0,79.0,79.10422222222222,166.0,74.25822222222222,77.0
Name1224,38,Female,82.0,95.0,84.0,193.0,52.0,87.0
Name1225,44,Female,97.0,66.0,92.0,185.0,84.0,85.0
Name1226,48,Female,79.33,91.0,99.0,184.0,54.0,95.0
Name1227,23,Male,73.0,79.54311111111112,76.0,155.0,84.0,74.5
Name1228,44,Female,88.0,98.0,73.0,165.0,76.0,86.33333333333333
Name1229,57,Female,85.0,88.0,79.10422222222222,194.0,86.0,86.5
Name1230,51,Female,94.0,83.0,82.0,177.0,95.0,86.33333333333333
Name1231,29,Female,74.0,81.0,83.0,190.0,70.0,79.33333333333333
Name1232,24,Female,62.0,65.0,88.0,181.0,65.0,71.66666666666667
Name1233,27,Male,82.0,83.0,97.0,175.0,77.0,87.33333333333333
Name1234,34,Male,88.0,99.0,86.0,160.0,74.0,91.0
Name1235,43,Female,93.0,82.0,97.0,174.0,82.0,90.66666666666667
Name1236,38,Female,92.0,97.0,99.0,180.0,66.0,96.0
Name1237,45,Female,82.0,69.0,82.0,170.0,92.0,77.66666666666667
Name1238,19,Male,79.33,75.0,90.0,194.0,74.25822222222222,82.5
Name1239,18,Female,62.0,70.0,95.0,152.0,90.0,75.66666666666667
Name1240,53,Female,91.0,91.0,76.0,161.0,53.0,86.0
Name1241,43,Male,90.0,65.0,96.0,189.0,51.0,83.66666666666667
Name1242,46,Female,77.0,83.0,62.0,195.0,74.25822222222222,74.0
Name1243,38,Female,66.0,92.0,95.0,190.0,80.0,84.33333333333333
Name1244,28,Male,60.0,71.0,64.0,174.0,74.0,65.0
Name1245,57,Male,73.0,86.0,74.0,166.0,86.0,77.66666666666667
Name1246,28,Male,91.0,97.0,65.0,187.0,85.0,84.33333333333333
Name1247,53,Female,65.0,77.0,69.0,185.0,74.25822222222222,70.33333333333333
Name1248,56,Female,98.0,98.0,91.0,185.0,73.0,95.66666666666667
Name1249,57,Male,69.0,72.0,82.0,168.0,73.0,74.33333333333333
Name1250,52,Male,66.0,99.0,76.0,193.0,78.0,80.33333333333333
Name1251,51,Female,85.0,89.0,79.0,174.8368888888889,99.0,84.33333333333333
Name1252,41,Female,93.0,72.0,74.0,166.0,94.0,79.66666666666667
Name1253,39,Male,89.0,93.0,79.10422222222222,174.8368888888889,80.0,91.0
Name1254,22,Female,79.33,95.0,65.0,196.0,86.0,80.0
Name1255,50,Female,80.0,79.54311111111112,63.0,159.0,68.0,71.5
Name1256,53,Male,76.0,84.0,82.0,184.0,72.0,80.66666666666667
Name1257,37,Male,92.0,61.0,78.0,185.0,84.0,77.0
Name1258,36,Male,69.0,95.0,90.0,182.0,99.0,84.66666666666667
Name1259,52,Male,71.0,79.54311111111112,62.0,150.0,55.0,66.5
Name1260,34,Male,79.33,64.0,87.0,167.0,55.0,75.5
Name1261,51,Male,91.0,78.0,79.10422222222222,153.0,86.0,84.5
Name1262,26,Male,74.0,77.0,73.0,196.0,79.0,74.66666666666667
Name1263,43,Male,86.0,91.0,77.0,176.0,50.0,84.66666666666667
Name1264,19,Female,87.0,80.0,86.0,174.8368888888889,57.0,84.33333333333333
Name1265,26,Male,76.0,69.0,69.0,177.0,77.0,71.33333333333333
Name1266,26,Male,61.0,96.0,79.10422222222222,171.0,74.25822222222222,78.5
Name1267,57,Female,95.0,81.0,78.0,191.0,82.0,84.66666666666667
Name1268,34,Male,79.33,79.54311111111112,79.10422222222222,174.0,74.25822222222222,79.29301021430003
Name1269,18,Female,72.0,76.0,63.0,166.0,63.0,70.33333333333333
Name1270,42,Female,74.0,68.0,74.0,193.0,60.0,72.0
Name1271,57,Female,79.33,83.0,67.0,161.0,74.25822222222222,75.0
Name1272,59,Female,82.0,73.0,60.0,165.0,79.0,71.66666666666667
Name1273,42,Male,79.33,67.0,66.0,186.0,74.25822222222222,66.5
Name1274,56,Male,85.0,96.0,90.0,165.0,53.0,90.33333333333333
Name1275,52,Male,92.0,78.0,77.0,166.0,62.0,82.33333333333333
Name1276,20,Male,70.0,87.0,71.0,174.8368888888889,56.0,76.0
Name1277,54,Male,69.0,89.0,89.0,164.0,87.0,82.33333333333333
Name1278,47,Female,84.0,66.0,92.0,162.0,52.0,80.66666666666667
Name1279,55,Female,96.0,79.54311111111112,66.0,189.0,58.0,81.0
Name1280,51,Female,97.0,79.54311111111112,87.0,176.0,74.25822222222222,92.0
Name1281,29,Female,83.0,70.0,62.0,170.0,60.0,71.66666666666667
Name1282,36,Male,99.0,73.0,65.0,151.0,74.25822222222222,79.0
Name1283,54,Female,92.0,80.0,90.0,157.0,63.0,87.33333333333333
Name1284,34,Male,76.0,79.54311111111112,97.0,191.0,68.0,86.5
Name1285,27,Female,83.0,62.0,74.0,156.0,57.0,73.0
Name1286,29,Female,96.0,87.0,66.0,159.0,56.0,83.0
Name1287,33,Male,61.0,88.0,89.0,153.0,56.0,79.33333333333333
Name1288,41,Female,91.0,82.0,86.0,192.0,52.0,86.33333333333333
Name1289,36,Male,79.33,77.0,76.0,174.8368888888889,52.0,76.5
Name1290,25,Male,68.0,94.0,79.10422222222222,185.0,67.0,81.0
Name1291,48,Female,63.0,72.0,81.0,184.0,94.0,72.0
Name1292,38,Male,76.0,79.54311111111112,85.0,192.0,82.0,80.5
Name1293,34,Female,76.0,64.0,86.0,152.0,86.0,75.33333333333333
Name1294,40,Female,89.0,98.0,79.10422222222222,167.0,77.0,93.5
Name1295,54,Male,99.0,70.0,83.0,195.0,85.0,84.0
Name1296,33,Male,70.0,70.0,67.0,174.8368888888889,74.25822222222222,69.0
Name1297,23,Female,80.0,90.0,80.0,173.0,64.0,83.33333333333333
Name1298,25,Female,80.0,90.0,88.0,181.0,78.0,86.0
Name1299,42,Female,77.0,72.0,80.0,183.0,67.0,76.33333333333333
Name1300,35,Male,88.0,73.0,62.0,151.0,98.0,74.33333333333333
Name1301,42,Female,83.0,84.0,79.10422222222222,151.0,95.0,83.5
Name1302,29,Female,79.33,92.0,86.0,159.0,95.0,89.0
Name1303,32,Female,76.0,92.0,86.0,172.0,68.0,84.66666666666667
Name1304,43,Male,77.0,74.0,68.0,174.8368888888889,74.25822222222222,73.0
Name1305,58,Female,79.0,75.0,92.0,161.0,55.0,82.0
Name1306,43,Male,96.0,97.0,92.0,192.0,94.0,95.0
Name1307,49,Male,77.0,65.0,85.0,166.0,99.0,75.66666666666667
Name1308,27,Female,79.33,84.0,87.0,167.0,96.0,85.5
Name1309,33,Male,68.0,74.0,90.0,163.0,76.0,77.33333333333333
Name1310,24,Female,73.0,63.0,60.0,166.0,56.0,65.33333333333333
Name1311,34,Male,79.33,63.0,79.0,164.0,76.0,71.0
Name1312,40,Male,90.0,79.54311111111112,71.0,161.0,68.0,80.5
Name1313,43,Female,63.0,93.0,76.0,174.8368888888889,66.0,77.33333333333333
Name1314,38,Female,77.0,79.54311111111112,74.0,181.0,90.0,75.5
Name1315,39,Female,79.33,90.0,93.0,172.0,60.0,91.5
Name1316,24,Female,79.33,91.0,75.0,187.0,54.0,83.0
Name1317,31,Female,72.0,98.0,63.0,174.8368888888889,51.0,77.66666666666667
Name1318,32,Male,74.0,68.0,67.0,183.0,96.0,69.66666666666667
Name1319,24,Male,86.0,67.0,93.0,174.8368888888889,61.0,82.0
Name1320,26,Female,74.0,73.0,84.0,183.0,91.0,77.0
Name1321,25,Female,87.0,92.0,74.0,174.8368888888889,91.0,84.33333333333333
Name1322,40,Male,96.0,82.0,87.0,156.0,60.0,88.33333333333333
Name1323,46,Male,78.0,80.0,68.0,182.0,74.25822222222222,75.33333333333333
Name1324,35,Female,85.0,71.0,61.0,153.0,77.0,72.33333333333333
Name1325,48,Female,85.0,61.0,76.0,192.0,56.0,74.0
Name1326,47,Male,84.0,72.0,79.10422222222222,156.0,63.0,78.0
Name1327,56,Female,79.33,63.0,79.10422222222222,167.0,62.0,63.0
Name1328,52,Female,85.0,79.54311111111112,79.10422222222222,153.0,54.0,85.0
Name1329,35,Female,87.0,79.54311111111112,61.0,174.8368888888889,91.0,74.0
Name1330,59,Male,77.0,89.0,83.0,160.0,57.0,83.0
Name1331,56,Female,91.0,88.0,78.0,192.0,99.0,85.66666666666667
Name1332,34,Male,62.0,67.0,76.0,169.0,50.0,68.33333333333333
Name1333,31,Female,61.0,71.0,79.10422222222222,160.0,54.0,66.0
Name1334,48,Female,92.0,97.0,79.10422222222222,164.0,60.0,94.5
Name1335,41,Male,78.0,85.0,97.0,195.0,92.0,86.66666666666667
Name1336,52,Female,76.0,61.0,87.0,166.0,97.0,74.66666666666667
Name1337,51,Female,92.0,99.0,60.0,183.0,59.0,83.66666666666667
Name1338,20,Female,71.0,73.0,62.0,199.0,64.0,68.66666666666667
Name1339,54,Female,62.0,65.0,74.0,197.0,88.0,67.0
Name1340,57,Male,85.0,99.0,69.0,161.0,96.0,84.33333333333333
Name1341,43,Female,79.33,90.0,80.0,174.8368888888889,78.0,85.0
Name1342,40,Male,67.0,76.0,96.0,177.0,74.0,79.66666666666667
Name1343,56,Female,95.0,79.54311111111112,74.0,197.0,97.0,84.5
Name1344,32,Female,66.0,91.0,82.0,184.0,55.0,79.66666666666667
Name1345,21,Female,95.0,71.0,73.0,157.0,60.0,79.66666666666667
Name1346,46,Male,75.0,72.0,74.0,176.0,74.25822222222222,73.66666666666667
Name1347,39,Female,83.0,78.0,69.0,171.0,64.0,76.66666666666667
Name1348,42,Male,60.0,84.0,68.0,173.0,65.0,70.66666666666667
Name1349,30,Female,84.0,90.0,98.0,151.0,51.0,90.66666666666667
Name1350,35,Female,79.33,96.0,64.0,174.8368888888889,85.0,80.0
Name1351,50,Male,79.33,84.0,84.0,171.0,68.0,84.0
Name1352,33,Female,75.0,75.0,85.0,150.0,87.0,78.33333333333333
Name1353,59,Male,67.0,97.0,67.0,174.8368888888889,99.0,77.0
Name1354,19,Male,79.33,82.0,81.0,174.0,70.0,81.5
Name1355,52,Female,98.0,73.0,84.0,185.0,60.0,85.0
Name1356,59,Male,87.0,65.0,71.0,185.0,90.0,74.33333333333333
Name1357,51,Male,65.0,84.0,68.0,190.0,52.0,72.33333333333333
Name1358,47,Male,79.33,82.0,69.0,152.0,83.0,75.5
Name1359,30,Female,79.0,71.0,69.0,174.8368888888889,67.0,73.0
Name1360,30,Female,75.0,72.0,79.10422222222222,150.0,64.0,73.5
Name1361,35,Male,66.0,95.0,85.0,168.0,74.0,82.0
